2025-11-04T12:24:04.912294Z,None
2025-11-04T12:24:05.916711Z,None
2025-11-04T12:24:06.917721Z,None
2025-11-04T12:24:07.932039Z,None
2025-11-04T12:24:08.939459Z,None
2025-11-04T12:24:09.953339Z,None
2025-11-04T12:24:22.292861Z,none
2025-11-04T12:24:23.332616Z,none
2025-11-04T12:24:24.372623Z,none
2025-11-04T12:24:25.379579Z,none
2025-11-04T12:24:26.394243Z,none
2025-11-04T12:24:27.404085Z,none
2025-11-04T12:24:28.434370Z,none
2025-11-04T12:24:29.475909Z,none
2025-11-04T12:24:30.506146Z,none
2025-11-04T12:24:31.517615Z,None
2025-11-04T12:24:32.557583Z,none
2025-11-04T12:24:33.602103Z,none
2025-11-04T12:24:34.607610Z,red
2025-11-04T12:24:35.653536Z,red
2025-11-04T12:24:36.653549Z,None
2025-11-04T12:24:37.678646Z,none
2025-11-04T12:24:38.702027Z,none
2025-11-04T12:24:39.716046Z,none
2025-11-04T12:24:40.733525Z,none
2025-11-04T12:24:41.776122Z,none
2025-11-04T12:24:42.780362Z,none
2025-11-04T12:24:43.792235Z,none
2025-11-04T12:24:44.805250Z,none
2025-11-04T12:24:45.848375Z,none
2025-11-04T12:24:46.869486Z,none
2025-11-04T12:24:47.879479Z,none
2025-11-04T12:24:48.885511Z,none
2025-11-04T12:24:49.899579Z,none
2025-11-04T12:24:50.912017Z,none
2025-11-04T12:24:51.939728Z,none
2025-11-04T12:24:52.966609Z,None
2025-11-04T12:24:53.982269Z,none
2025-11-04T12:24:55.029340Z,none
2025-11-04T12:24:56.058299Z,none
2025-11-04T12:24:57.062253Z,none
2025-11-04T12:24:58.085979Z,none
2025-11-04T12:24:59.118510Z,none
2025-11-04T12:25:00.139506Z,none
2025-11-04T12:25:01.177431Z,none
2025-11-04T12:25:02.204585Z,none
2025-11-04T12:25:03.204986Z,none
2025-11-04T12:25:04.241084Z,none
2025-11-04T12:25:05.277490Z,none
2025-11-04T12:25:06.299292Z,none
2025-11-04T12:25:07.329389Z,none
2025-11-04T12:25:08.353614Z,none
2025-11-04T12:25:09.388381Z,none
2025-11-04T12:25:10.417452Z,none
2025-11-04T12:25:11.439506Z,none
2025-11-04T12:25:12.475857Z,none
2025-11-04T12:25:13.502885Z,none
2025-11-04T12:25:14.527230Z,none
2025-11-04T12:25:15.551444Z,none
